Id,Weekly_Sales
1_5_2013-04-05,26434.17419999998
1_5_2013-04-12,20781.2961
1_5_2013-04-19,18649.545999999988
1_5_2013-04-26,21409.60410000001
1_5_2013-05-03,53483.614
1_5_2013-05-10,58797.52659999996
1_5_2013-05-17,48818.644799999995
1_5_2013-05-24,48197.70199999999
1_5_2013-05-31,48103.96949999999
1_5_2013-06-07,47625.20919999999
1_5_2013-06-14,45937.8392
1_5_2013-06-21,47764.37539999999
1_5_2013-06-28,45783.65030000002
1_5_2013-07-05,47097.190800000004
1_5_2013-07-12,47272.81720000003
1_5_2013-07-19,47126.01330000001
1_5_2013-07-26,47300.493100000036
1_6_2012-11-02,3469.427399999999
1_6_2012-11-09,3083.7941999999994
1_6_2012-11-16,3312.0706999999984
1_6_2012-11-23,17787.913200000014
1_6_2012-11-30,5512.8528000000015
1_6_2012-12-07,7288.937100000009
1_6_2012-12-14,9349.130800000006
1_6_2012-12-21,14485.760900000005
1_6_2012-12-28,7699.018399999993
1_6_2013-01-04,2642.2339999999986
1_6_2013-01-11,2791.644499999999
1_6_2013-01-18,2365.6417999999994
1_6_2013-01-25,2285.6731999999993
1_6_2013-02-01,2735.2950999999994
1_6_2013-02-08,2852.0865000000003
1_6_2013-02-15,3294.895999999998
1_6_2013-02-22,2922.5653
1_6_2013-03-01,2722.5137000000004
1_6_2013-03-08,2827.6901000000003
1_6_2013-03-15,3025.8101
1_6_2013-03-22,3371.665099999999
1_6_2013-03-29,3234.126399999999
1_6_2013-04-05,2990.2189000000003
1_6_2013-04-12,2648.9764
1_6_2013-04-19,2839.153499999999
1_6_2013-04-26,2931.116
1_6_2013-05-03,7355.947499999998
1_6_2013-05-10,7399.789199999999
1_6_2013-05-17,7736.062600000004
1_6_2013-05-24,8038.849600000002
1_6_2013-05-31,7543.374000000002
1_6_2013-06-07,7213.084200000003
1_6_2013-06-14,7379.379900000001
1_6_2013-06-21,7316.314500000003
1_6_2013-06-28,7307.399300000003
1_6_2013-07-05,7508.222600000004
1_6_2013-07-12,7406.4369000000015
1_6_2013-07-19,7207.5321
1_6_2013-07-26,7296.515500000003
1_7_2012-11-02,21444.0597
1_7_2012-11-09,22518.244900000016
1_7_2012-11-16,22250.726400000007
1_7_2012-11-23,70298.65610000004
1_7_2012-11-30,51223.601500000004
1_7_2012-12-07,68704.7613
1_7_2012-12-14,66715.26569999999
1_7_2012-12-21,171465.8375000001
1_7_2012-12-28,37823.595999999976
1_7_2013-01-04,10575.065500000002
1_7_2013-01-11,9740.281700000005
1_7_2013-01-18,9752.20680000001
1_7_2013-01-25,10202.094300000012
1_7_2013-02-01,17327.65160000001
1_7_2013-02-08,18810.027899999997
1_7_2013-02-15,17552.089600000007
1_7_2013-02-22,17436.943300000006
1_7_2013-03-01,16828.113600000004
1_7_2013-03-08,18051.975899999998
1_7_2013-03-15,18750.5768
1_7_2013-03-22,20136.5974
1_7_2013-03-29,19077.358500000002
1_7_2013-04-05,18933.281
1_7_2013-04-12,17804.893599999996
1_7_2013-04-19,19267.3565
1_7_2013-04-26,18601.846899999997
1_7_2013-05-03,34405.40750000001
1_7_2013-05-10,34346.5996
1_7_2013-05-17,35048.511300000006
1_7_2013-05-24,40266.7493
1_7_2013-05-31,42158.14700000001
1_7_2013-06-07,39295.0828
1_7_2013-06-14,38308.426199999994
1_7_2013-06-21,38283.87
1_7_2013-06-28,36679.46890000001
1_7_2013-07-05,38008.196500000005
1_7_2013-07-12,32604.53899999998
1_7_2013-07-19,30949.96669999999
1_7_2013-07-26,29368.726999999988
1_8_2012-11-02,38724.629799999966
1_8_2012-11-09,39077.54369999998
1_8_2012-11-16,39709.86790000001
1_8_2012-11-23,34957.475500000015
1_8_2012-11-30,37547.9477
1_8_2012-12-07,37707.26319999997
1_8_2012-12-14,37222.89179999998
1_8_2012-12-21,41512.5672
1_8_2012-12-28,35354.92709999998
1_8_2013-01-04,37212.93049999999
1_8_2013-01-11,37376.609999999986
1_8_2013-01-18,36713.659700000026
1_8_2013-01-25,36700.54800000002
1_8_2013-02-01,38912.02069999999
1_8_2013-02-08,39313.31690000001
1_8_2013-02-15,38320.05399999998
1_8_2013-02-22,38349.12439999998
1_8_2013-03-01,36104.4455
1_8_2013-03-08,38765.998700000004
1_8_2013-03-15,37825.05479999998
1_8_2013-03-22,39930.00600000001
1_8_2013-03-29,39600.94530000002
1_8_2013-04-05,36748.08660000002
1_8_2013-04-12,35919.17949999999
1_8_2013-04-19,36661.86070000002
1_8_2013-04-26,36859.010500000004
1_8_2013-05-03,55336.3242
1_8_2013-05-10,55348.19259999998
1_8_2013-05-17,54577.02170000001
1_8_2013-05-24,54195.47160000002
1_8_2013-05-31,54240.108100000034
1_8_2013-06-07,53934.6606
1_8_2013-06-14,54630.048700000036
1_8_2013-06-21,54549.17310000004
1_8_2013-06-28,54060.481000000014
1_8_2013-07-05,54420.671000000046
1_8_2013-07-12,54253.15410000002
1_8_2013-07-19,54135.67500000002
1_8_2013-07-26,53682.21530000001
1_9_2012-11-02,40266.7837
1_9_2012-11-09,35226.675599999966
1_9_2012-11-16,36411.118099999985
1_9_2012-11-23,44531.13200000002
1_9_2012-11-30,41805.18339999999
1_9_2012-12-07,40781.11939999999
1_9_2012-12-14,33776.158599999995
1_9_2012-12-21,44759.938200000004
1_9_2012-12-28,32998.19390000001
1_9_2013-01-04,15442.409399999997
1_9_2013-01-11,16080.941100000005
1_9_2013-01-18,14432.799600000006
1_9_2013-01-25,15357.104900000008
1_9_2013-02-01,22092.128400000012
1_9_2013-02-08,24523.953900000008
1_9_2013-02-15,25620.70939999999
1_9_2013-02-22,28933.701199999992
1_9_2013-03-01,32091.555000000015
1_9_2013-03-08,29428.735299999997
1_9_2013-03-15,33831.441900000005
1_9_2013-03-22,38206.218400000005
1_9_2013-03-29,32741.05479999999
1_9_2013-04-05,31145.19509999998
1_9_2013-04-12,29996.532299999995
1_9_2013-04-19,33587.235700000005
1_9_2013-04-26,31629.133199999993
1_9_2013-05-03,49231.966099999976
1_9_2013-05-10,49082.27389999996
1_9_2013-05-17,49635.243999999955
1_9_2013-05-24,52381.725199999964
1_9_2013-05-31,51155.308699999994
1_9_2013-06-07,50081.94269999995
1_9_2013-06-14,51842.30309999996
1_9_2013-06-21,49770.00969999998
1_9_2013-06-28,45861.80989999999
1_9_2013-07-05,49056.67939999999
1_9_2013-07-12,44328.42739999999
1_9_2013-07-19,45150.07599999997
1_9_2013-07-26,43694.68179999998
1_10_2012-11-02,30289.61489999998
1_10_2012-11-09,31914.485599999996
1_10_2012-11-16,32458.420899999997
1_10_2012-11-23,35360.04699999998
1_10_2012-11-30,35445.01109999999
1_10_2012-12-07,33661.41149999999
1_10_2012-12-14,32679.14269999998
1_10_2012-12-21,34886.819099999986
1_10_2012-12-28,31272.204799999992
1_10_2013-01-04,24728.647800000002
1_10_2013-01-11,25222.636600000013
1_10_2013-01-18,24353.3624
1_10_2013-01-25,24275.978400000004
1_10_2013-02-01,32828.66899999999
1_10_2013-02-08,32990.60919999997
1_10_2013-02-15,33912.582699999984
1_10_2013-02-22,34124.023899999986
1_10_2013-03-01,35513.151499999985
1_10_2013-03-08,31665.75600000001
1_10_2013-03-15,32996.83650000002
1_10_2013-03-22,36574.95970000001
1_10_2013-03-29,34366.935099999995
1_10_2013-04-05,33837.04929999998
1_10_2013-04-12,30415.59389999999
1_10_2013-04-19,31574.6815
1_10_2013-04-26,31128.263300000002
1_10_2013-05-03,36564.63069999999
1_10_2013-05-10,36346.213699999986
1_10_2013-05-17,37770.1903
1_10_2013-05-24,37970.9751
1_10_2013-05-31,37716.89220000002
1_10_2013-06-07,37058.70480000001
1_10_2013-06-14,39682.823899999996
1_10_2013-06-21,38070.8569
1_10_2013-06-28,37934.0444
1_10_2013-07-05,37433.201299999986
1_10_2013-07-12,37075.62299999999
1_10_2013-07-19,37176.84759999999
1_10_2013-07-26,36318.95039999999
1_11_2012-11-02,24529.603299999995
1_11_2012-11-09,22435.08649999999
1_11_2012-11-16,25025.949899999996
1_11_2012-11-23,29668.35790000001
1_11_2012-11-30,30832.866100000003
1_11_2012-12-07,30804.332600000016
1_11_2012-12-14,29682.231499999998
1_11_2012-12-21,31191.282199999994
1_11_2012-12-28,24242.300400000004
1_11_2013-01-04,22424.3733
1_11_2013-01-11,22755.09879999999
1_11_2013-01-18,21729.7848
1_11_2013-01-25,20050.967500000017
1_11_2013-02-01,22717.823699999997
1_11_2013-02-08,22810.178099999986
1_11_2013-02-15,22769.402200000008
1_11_2013-02-22,22406.3008
1_11_2013-03-01,22154.7478
1_11_2013-03-08,23248.191200000016
1_11_2013-03-15,22093.3872
1_11_2013-03-22,23929.237699999987
1_11_2013-03-29,23959.785099999997
1_11_2013-04-05,22996.387899999994
1_11_2013-04-12,21254.9358
1_11_2013-04-19,22523.353899999984
1_11_2013-04-26,22340.025799999996
1_11_2013-05-03,26793.271299999986
1_11_2013-05-10,26619.76369999999
1_11_2013-05-17,27701.40809999998
1_11_2013-05-24,35356.21020000001
1_11_2013-05-31,35809.95350000001
1_11_2013-06-07,31897.247900000006
1_11_2013-06-14,34932.127499999995
1_11_2013-06-21,36341.31719999999
1_11_2013-06-28,38740.62020000001
1_11_2013-07-05,33427.1645
1_11_2013-07-12,32855.5327
1_11_2013-07-19,31186.69150000001
1_11_2013-07-26,30573.290800000002
1_12_2012-11-02,9340.3753
1_12_2012-11-09,9583.6864
1_12_2012-11-16,8419.493299999993
1_12_2012-11-23,8555.697899999992
1_12_2012-11-30,8014.055999999993
1_12_2012-12-07,9509.284499999998
1_12_2012-12-14,7896.405799999996
1_12_2012-12-21,9027.921900000001
1_12_2012-12-28,7908.065899999991
1_12_2013-01-04,7851.203599999996
1_12_2013-01-11,7962.376599999993
1_12_2013-01-18,7901.141899999999
1_12_2013-01-25,8881.589200000004
1_12_2013-02-01,10158.5654
1_12_2013-02-08,10832.416599999999
1_12_2013-02-15,8846.47549999999
1_12_2013-02-22,8945.78699999999
1_12_2013-03-01,8896.035099999994
1_12_2013-03-08,9043.452599999995
1_12_2013-03-15,11552.222700000002
1_12_2013-03-22,12039.460700000003
1_12_2013-03-29,9125.09979999999
1_12_2013-04-05,11316.247200000009
1_12_2013-04-12,11903.248600000008
1_12_2013-04-19,11555.976499999999
1_12_2013-04-26,11483.438200000002
1_12_2013-05-03,10990.369900000005
1_12_2013-05-10,10882.604100000002
1_12_2013-05-17,11207.109400000005
1_12_2013-05-24,11636.101400000003
1_12_2013-05-31,11553.14080000001
1_12_2013-06-07,11131.036500000004
1_12_2013-06-14,11489.569100000004
1_12_2013-06-21,11545.599700000004
1_12_2013-06-28,10963.858200000008
1_12_2013-07-05,11266.655700000001
1_12_2013-07-12,11357.4195
1_12_2013-07-19,11509.365400000004
1_12_2013-07-26,11076.86040000001
1_13_2012-11-02,41023.682199999996
1_13_2012-11-09,41987.54350000001
1_13_2012-11-16,38947.3501
1_13_2012-11-23,38881.4896
1_13_2012-11-30,37507.172300000006
1_13_2012-12-07,39299.327999999994
1_13_2012-12-14,36521.6816
1_13_2012-12-21,37752.51800000002
1_13_2012-12-28,37266.0417
1_13_2013-01-04,38096.1745
1_13_2013-01-11,38039.2097
1_13_2013-01-18,37123.89470000002
1_13_2013-01-25,37066.438700000006
1_13_2013-02-01,40140.97339999997
1_13_2013-02-08,41370.09300000001
1_13_2013-02-15,41010.65550000002
1_13_2013-02-22,41224.635099999985
1_13_2013-03-01,38126.74840000002
1_13_2013-03-08,37476.394200000024
1_13_2013-03-15,38319.07850000002
1_13_2013-03-22,40808.480499999976
1_13_2013-03-29,38390.8411
1_13_2013-04-05,38860.36930000002
1_13_2013-04-12,37860.703
1_13_2013-04-19,37725.72409999998
1_13_2013-04-26,37664.503999999986
1_13_2013-05-03,39458.55659999999
1_13_2013-05-10,39659.5819
1_13_2013-05-17,40473.0949
1_13_2013-05-24,40409.01200000001
1_13_2013-05-31,39578.7231
1_13_2013-06-07,39660.9502
1_13_2013-06-14,40792.45790000001
1_13_2013-06-21,40526.13070000001
1_13_2013-06-28,40162.8994
1_13_2013-07-05,40474.145000000004
1_13_2013-07-12,40295.7496
1_13_2013-07-19,39690.789699999994
1_13_2013-07-26,39321.63689999999
1_14_2012-11-02,12884.822799999998
1_14_2012-11-09,12802.784899999997
1_14_2012-11-16,14743.374900000003
1_14_2012-11-23,48879.284499999994
1_14_2012-11-30,36979.50080000002
1_14_2012-12-07,37113.0013
1_14_2012-12-14,25066.147699999994
1_14_2012-12-21,59734.14449999998
1_14_2012-12-28,21532.520699999997
1_14_2013-01-04,12926.21349999999
1_14_2013-01-11,14183.339399999999
1_14_2013-01-18,12467.505799999994
1_14_2013-01-25,13496.121200000005
1_14_2013-02-01,14669.186899999997
1_14_2013-02-08,15117.866199999995
1_14_2013-02-15,15885.768400000003
1_14_2013-02-22,15319.104999999998
1_14_2013-03-01,15504.756800000006
1_14_2013-03-08,14132.853700000001
1_14_2013-03-15,13915.84830000001
1_14_2013-03-22,15079.194599999999
1_14_2013-03-29,15085.537699999992
1_14_2013-04-05,10559.436800000001
1_14_2013-04-12,9430.437400000003
1_14_2013-04-19,9492.463700000004
1_14_2013-04-26,9514.375499999998
1_14_2013-05-03,28339.44249999999
1_14_2013-05-10,28851.233199999988
1_14_2013-05-17,28559.438799999985
1_14_2013-05-24,28474.649699999994
1_14_2013-05-31,27476.391699999986
1_14_2013-06-07,27521.09689999999
1_14_2013-06-14,28598.43449999999
1_14_2013-06-21,28298.536500000002
1_14_2013-06-28,27829.080199999986
1_14_2013-07-05,28416.905999999988
1_14_2013-07-12,26860.423700000007
1_14_2013-07-19,25729.503200000003
1_14_2013-07-26,24618.33789999999
1_16_2012-11-02,6526.246499999999
1_16_2012-11-09,6572.232499999995
1_16_2012-11-16,6096.3364
1_16_2012-11-23,7837.9812
1_16_2012-11-30,6516.994400000005
1_16_2012-12-07,7358.9407999999985
1_16_2012-12-14,5268.792700000002
1_16_2012-12-21,6539.1315
1_16_2012-12-28,5230.2956
1_16_2013-01-04,6740.917399999994
1_16_2013-01-11,8176.658900000006
1_16_2013-01-18,6617.247899999997
1_16_2013-01-25,9158.010000000004
1_16_2013-02-01,13194.863099999999
1_16_2013-02-08,14710.308
1_16_2013-02-15,14805.215800000004
1_16_2013-02-22,16963.683200000003
1_16_2013-03-01,18884.3943
1_16_2013-03-08,24661.991600000012
1_16_2013-03-15,37897.71370000001
1_16_2013-03-22,45928.07330000002
1_16_2013-03-29,38331.322
1_16_2013-04-05,45698.712300000014
1_16_2013-04-12,44162.69130000002
1_16_2013-04-19,43785.531800000004
1_16_2013-04-26,39924.433799999984
1_16_2013-05-03,53576.04290000001
1_16_2013-05-10,49071.54589999999
1_16_2013-05-17,55405.25960000001
1_16_2013-05-24,55949.317299999995
1_16_2013-05-31,55496.46949999999
1_16_2013-06-07,49387.719699999994
1_16_2013-06-14,49583.31899999999
1_16_2013-06-21,47123.43870000001
1_16_2013-06-28,43410.165100000006
1_16_2013-07-05,43768.6365
1_16_2013-07-12,32319.09399999999
1_16_2013-07-19,28659.12139999999
1_16_2013-07-26,26928.15219999998
1_17_2012-11-02,8184.004099999998
1_17_2012-11-09,8097.410500000001
1_17_2012-11-16,8256.2113
1_17_2012-11-23,12324.460899999998
1_17_2012-11-30,11756.470899999997
1_17_2012-12-07,11952.252899999998
1_17_2012-12-14,11419.275199999998
1_17_2012-12-21,14941.676799999994
1_17_2012-12-28,11293.051799999992
1_17_2013-01-04,8368.095799999994
1_17_2013-01-11,8181.6375999999955
1_17_2013-01-18,8102.206399999995
1_17_2013-01-25,7771.563399999997
1_17_2013-02-01,8846.049199999994
1_17_2013-02-08,9395.80149999999
1_17_2013-02-15,9773.653099999996
1_17_2013-02-22,9808.932999999997
1_17_2013-03-01,9575.947499999995
1_17_2013-03-08,9070.374499999994
1_17_2013-03-15,8935.312499999996
1_17_2013-03-22,8663.5937
1_17_2013-03-29,8530.8352
1_17_2013-04-05,7984.189000000001
1_17_2013-04-12,7783.043600000002
1_17_2013-04-19,7834.378900000002
1_17_2013-04-26,7938.313499999998
1_17_2013-05-03,23686.828599999993
1_17_2013-05-10,24923.9756
1_17_2013-05-17,24086.723299999998
1_17_2013-05-24,24046.692100000007
1_17_2013-05-31,23368.565699999992
1_17_2013-06-07,23523.43039999999
1_17_2013-06-14,23979.712299999996
1_17_2013-06-21,23925.3355
1_17_2013-06-28,24255.161499999995
1_17_2013-07-05,24217.097400000002
1_17_2013-07-12,23970.9023
1_17_2013-07-19,23935.6489
1_17_2013-07-26,23162.588799999994
1_18_2012-11-02,12177.337499999998
1_18_2012-11-09,11120.065200000005
1_18_2012-11-16,12959.525999999998
1_18_2012-11-23,33611.642000000014
1_18_2012-11-30,46272.91219999999
1_18_2012-12-07,69604.32360000005
1_18_2012-12-14,27447.472900000004
1_18_2012-12-21,32493.14650000001
1_18_2012-12-28,16819.6511
1_18_2013-01-04,7083.901799999997
1_18_2013-01-11,3920.819599999999
1_18_2013-01-18,1605.3673
1_18_2013-01-25,1977.347099999999
1_18_2013-02-01,3568.349600000001
1_18_2013-02-08,11560.646999999992
1_18_2013-02-15,21424.67590000001
1_18_2013-02-22,1827.5356000000002
1_18_2013-03-01,1223.5947999999996
1_18_2013-03-08,1232.839199999999
1_18_2013-03-15,2176.554700000001
1_18_2013-03-22,4879.071100000001
1_18_2013-03-29,6898.940299999998
1_18_2013-04-05,6786.482599999999
1_18_2013-04-12,3731.6786999999977
1_18_2013-04-19,2895.2992
1_18_2013-04-26,1204.9864000000002
1_18_2013-05-03,213.5461
1_18_2013-05-10,39.157099999999986
1_18_2013-05-17,20.270100000000003
1_18_2013-05-24,1.1751999999999996
1_18_2013-06-07,3.1984000000000012
1_18_2013-07-05,49.21739999999998
1_19_2012-11-02,1263.1144000000008
1_19_2012-11-09,1241.7477000000001
1_19_2012-11-16,1367.0238000000004
1_19_2012-11-23,1465.5472999999993
1_19_2012-11-30,1614.9898999999994
1_19_2012-12-07,1752.3814999999993
1_19_2012-12-14,1711.882199999999
1_19_2012-12-21,2273.306899999999
1_19_2012-12-28,1685.8719000000006
1_19_2013-01-04,947.5819000000001
1_19_2013-01-11,1011.1866
1_19_2013-01-18,1020.916
1_19_2013-01-25,1079.0758000000005
1_19_2013-02-01,1240.6589000000004
1_19_2013-02-08,1219.9785999999997
1_19_2013-02-15,1166.4123000000004
1_19_2013-02-22,1209.2650000000006
1_19_2013-03-01,1233.7652
1_19_2013-03-08,1295.0971000000004
1_19_2013-03-15,1308.5279
1_19_2013-03-22,1341.4602999999997
1_19_2013-03-29,1322.8334999999997
1_19_2013-04-05,1238.6151999999997
1_19_2013-04-12,1153.4381000000005
1_19_2013-04-19,1271.2011000000007
1_19_2013-04-26,1308.9390999999998
1_19_2013-05-03,1548.1340000000005
1_19_2013-05-10,1546.0168000000006
1_19_2013-05-17,1489.5716000000007
1_19_2013-05-24,1396.7659000000006
1_19_2013-05-31,1411.9214000000006
1_19_2013-06-07,1456.679400000001
1_19_2013-06-14,1392.5487000000003
1_19_2013-06-21,1404.0018000000002
1_19_2013-06-28,1455.268100000001
1_19_2013-07-05,1389.2786000000006
1_19_2013-07-12,1406.0701000000004
1_19_2013-07-19,1448.9610000000007
1_19_2013-07-26,1461.7635000000002
1_20_2012-11-02,3415.617700000002
1_20_2012-11-09,3401.687200000002
1_20_2012-11-16,3343.8380000000006
1_20_2012-11-23,5218.173900000003
1_20_2012-11-30,4015.197600000002
1_20_2012-12-07,4549.769200000002
1_20_2012-12-14,3501.4403000000025
1_20_2012-12-21,5056.436700000002
1_20_2012-12-28,4471.403800000003
1_20_2013-01-04,3794.5269000000008
1_20_2013-01-11,4166.424500000001
1_20_2013-01-18,3722.6217000000006
1_20_2013-01-25,3764.5705999999996
1_20_2013-02-01,4423.7044
1_20_2013-02-08,4781.0878
1_20_2013-02-15,5167.0247
1_20_2013-02-22,5077.1743000000015
1_20_2013-03-01,5353.444200000001
1_20_2013-03-08,4382.401499999998
1_20_2013-03-15,4553.259399999997
1_20_2013-03-22,4626.953399999996
1_20_2013-03-29,4865.562
1_20_2013-04-05,4812.869700000001
1_20_2013-04-12,3935.5557999999996
1_20_2013-04-19,4029.1273999999994
1_20_2013-04-26,3808.393899999999
1_20_2013-05-03,7442.415799999999
1_20_2013-05-10,7610.540100000001
1_20_2013-05-17,7997.538500000003
1_20_2013-05-24,7917.558099999999
1_20_2013-05-31,7984.322000000001
1_20_2013-06-07,7671.174400000001
1_20_2013-06-14,8267.5893
1_20_2013-06-21,7969.674400000003
1_20_2013-06-28,7593.0217
1_20_2013-07-05,7950.161799999997
1_20_2013-07-12,7640.188999999999
1_20_2013-07-19,7545.654299999997
1_20_2013-07-26,7561.640700000001
1_21_2012-11-02,7454.934700000002
1_21_2012-11-09,7707.252199999997
1_21_2012-11-16,7655.131499999998
1_21_2012-11-23,8750.819300000001
1_21_2012-11-30,9039.4729
1_21_2012-12-07,8927.889799999999
1_21_2012-12-14,9178.600599999998
1_21_2012-12-21,10768.740299999998
1_21_2012-12-28,7974.1354
1_21_2013-01-04,7128.961800000001
1_21_2013-01-11,7138.451900000001
1_21_2013-01-18,7072.898400000001
